"Код";"Наименование";"Наличие";"Цена";"Полное описание";"Категория";"Фотография";"Производитель";"Название";"Артикул";"Гарантия";"Ресурс при 5% заполнении";"Тип";"Цвет печати";"Совместимость";"Категория";"Технология печати";"Для бренда";"Фасовка";"Тип чернил";"Штук в упаковке";"Размер";"Формат";"Плотность";"Белизна";"Тип фотобумаги";"Количество картриджей"
00000002286;Драм-юнит Brother DR-3000 (O);Нет;6 160;;Драм-юниты;;Brother;;;От производителя;20000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-5130/5140/5150/5170 // Brother DCP-8040/8045 // Brother MFC-8220/8440/8840;Драм-юниты;Лазерная;;;;;;;;;;
00000003348;Драм-юнит Brother DR-2275 (O);Да;2 470;;Драм-юниты;;Brother;;;От производителя;12000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-2240R/2250DNR // Brother DCP-7060DR/7065DNR/7070DWR // Brother MFC-7360NR/7860DWR;Драм-юниты;Лазерная;;;;;;;;;;
00000004913;Драм-юнит Brother DR-8000 (O);Нет;7 340;;Драм-юниты;;Brother;;;От производителя;8000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother FAX-2850/8070P // МФУ MFC-4800/9030/9070/9160/9180;Драм-юниты;Лазерная;;;;;;;;;;
00000005007;Драм-юнит Brother DR-3300 (O);Да;5 670;;Драм-юниты;;Brother;;;От производителя;30000 стр.;Оригинальный;Черный (для монохромных устройств);Для Brother HL-5440D/5450DN/5470DW/6180DW // Brother DCP-8110DN/8250DN // Brother MFC-8250DN/8950DW;Драм-юниты;Лазерная;;;;;;;;;;
00000000232;Драм-юнит Canon NPG-11 (O);Нет;;;Драм-юниты;;Canon;;;От производителя;30000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP6012/6111/6112/6212/6312/6412/6512/6612/7120/7130;Драм-юниты;Лазерная;;;;;;;;;;
00000001185;Драм-юнит Canon C-EXV14 (O);Нет;5 910;;Драм-юниты;;Canon;;;От производителя;55000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2016/2020/2318/2320/2420/2422;Драм-юниты;Лазерная;;;;;;;;;;
00000001367;Драм-юнит Canon C-EXV6 (O);Нет;;;Драм-юниты;;Canon;;;От производителя;60000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP7160/7161/7162/7163/7164/7210/7214;Драм-юниты;Лазерная;;;;;;;;;;
00000001558;Драм-юнит Canon C-EXV18 (O);Нет;3 750;;Драм-юниты;;Canon;;;От производителя;26900 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR1018/1022/1024;Драм-юниты;Лазерная;;;;;;;;;;
00000001716;Драм-юнит Canon NPG-1 (O);Нет;;;Драм-юниты;;Canon;;;От производителя;60000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon NP1530/1550/1820/2020/2120/6020/6216/6220/6317/6320;Драм-юниты;Лазерная;;;;;;;;;;
00000002233;Драм-юнит Canon C-EXV5 (O);Нет;;;Драм-юниты;;Canon;;;От производителя;21000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR1600/1605/1610/2000/2010;Драм-юниты;Лазерная;;;;;;;;;;
00000002234;Драм-юнит Canon C-EXV3 (O);Нет;;;Драм-юниты;;Canon;;;От производителя;55000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2200/2220/2800/3300/3320;Драм-юниты;Лазерная;;;;;;;;;;
00000003768;Драм-юнит Canon C-EXV23 (O);Да;5 990;;Драм-юниты;;Canon;;;От производителя;69000 стр.;Оригинальный;Черный (для монохромных устройств);Для Canon IR2018/2022/2025/2030;Драм-юниты;Лазерная;;;;;;;;;;
00000004986;Драм-юнит Canon DRUM Cartridge 029 (O);Нет;2 690;;Драм-юниты;;Canon;;;От производителя;7000 стр.;Оригинальный;;;Драм-юниты;Лазерная;;;;;;;;;;
00000000463;Драм-юнит Xerox 113R00663 (O);Нет;;;Драм-юниты;;Xerox;;;От производителя;15000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WorkCentre M15/M15i/312/Pro 412;Драм-юниты;Лазерная;;;;;;;;;;
00000000933;Драм-юнит Xerox 013R00589 (О);Да;8 220;;Драм-юниты;;Xerox;;;От производителя;60000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC M118/C118 // Xerox WC Pro 123/128/133;Драм-юниты;Лазерная;;;;;;;;;;
00000001546;Драм-юнит Xerox 101R00435 (O);Нет;;;Драм-юниты;;Xerox;;;От производителя;80000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC5225/5230;Драм-юниты;Лазерная;;;;;;;;;;
00000001559;Драм-юнит Xerox 113R00671 (О);Нет;4 740;;Драм-юниты;;Xerox;;;От производителя;20000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC M20/4118;Драм-юниты;Лазерная;;;;;;;;;;
00000002769;Драм-юнит Xerox 113R00670 (O);Нет;;;Драм-юниты;;Xerox;;;От производителя;60000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox Phaser 5500/5550;Драм-юниты;Лазерная;;;;;;;;;;
00000003126;Драм-юнит Xerox 101R00432 (O);Да;4 080;;Драм-юниты;;Xerox;;;От производителя;22000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC 5016/5020;Драм-юниты;Лазерная;;;;;;;;;;
00000003743;Драм-юнит Xerox 108R00650 Black (O);Нет;6 470;;Драм-юниты;;Xerox;;;От производителя;30000 стр.;Оригинальный;Черный (для цветных устройств);Для Xerox Phaser 7400;Драм-юниты;Лазерная;;;;;;;;;;
00000004589;Драм-юнит Xerox 101R00434 (O);Нет;4 870;;Драм-юниты;;Xerox;;;От производителя;50000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox WC5222;Драм-юниты;Лазерная;;;;;;;;;;
00000005139;Драм-юнит Xerox 108R00647 Cyan (O);Нет;10 040;;Драм-юниты;;Xerox;;;От производителя;30000 стр.;Оригинальный;Голубой (Cyan);Для Xerox Phaser 7400;Драм-юниты;Лазерная;;;;;;;;;;
00000005140;Драм-юнит Xerox 108R00648 Magenta (O);Нет;10 040;;Драм-юниты;;Xerox;;;От производителя;30000 стр.;Оригинальный;Пурпурный (Magenta);Для Xerox Phaser 7400;Драм-юниты;Лазерная;;;;;;;;;;
00000005141;Драм-юнит Xerox 108R00649 Yellow (O);Нет;10 040;;Драм-юниты;;Xerox;;;От производителя;30000 стр.;Оригинальный;Желтый (Yellow);Для Xerox Phaser 7400;Драм-юниты;Лазерная;;;;;;;;;;
00000005274;Драм-юнит Xerox 108R00861 (O);Нет;4 130;;Драм-юниты;;Xerox;;;От производителя;80000 стр.;Оригинальный;Черный (для монохромных устройств);Для Xerox Phaser 7500;Драм-юниты;Лазерная;;;;;;;;;;
00000005803;Драм-юнит Xerox 013R00657 (О);Нет;;;Драм-юниты;;;;;;;;;;;;;;;;;;;;;
00000002096;Блок печати Kyocera PU-102 (O);Да;9 560;;Драм-юниты;;Kyocera;;;От производителя;100000 стр.;Оригинальный;Черный (для монохромных устройств);Для Kyocera FS-1020D/1018MFP/1118MFP;Драм-юниты;Лазерная;;;;;;;;;;
00000002671;Драм-юнит Kyocera DK-110 (O);Да;5 200;;Драм-юниты;;Kyocera;;;От производителя;100000 стр.;Оригинальный;Черный (для монохромных устройств);Для Kyocera FS-720/820/920/1016MFP/1116MFP;Драм-юниты;Лазерная;;;;;;;;;;
00000004313;Драм-юнит Kyocera DK-170 (O);Нет;2 730;;Драм-юниты;;Kyocera;;;От производителя;100000 стр.;Оригинальный;Черный (для монохромных устройств);Для Kyocera FS-1320D/1320DN/1370DN/1035MFP/1135MFP;Драм-юниты;Лазерная;;;;;;;;;;
00000004590;Драм-юнит Kyocera DK-320 (O);Нет;;;Драм-юниты;;Kyocera;;;От производителя;300000 стр.;Оригинальный;Черный (для монохромных устройств);Для Kyocera FS-2020D/3040MFP/3140MFP/3540MFP/3640MFP/3920DN/4020DN;Драм-юниты;Лазерная;;;;;;;;;;
00000004856;Драм-юнит Kyocera DK-150 (O);Нет;3 890;;Драм-юниты;;Kyocera;;;От производителя;100000 стр.;Оригинальный;Черный (для монохромных устройств);Для Kyocera FS-1120D/1120DN/1350DN/1028MFP/1030MFP/1030DP/1128MFP/1130MFP;Драм-юниты;Лазерная;;;;;;;;;;
00000001184;Драм-юнит Sharp AL100DR (О);Да;4 330;;Драм-юниты;;Sharp;;;От производителя;18000 стр.;Оригинальный;Черный (для монохромных устройств);Для Sharp AL1000/1200;Драм-юниты;Лазерная;;;;;;;;;;
00000001649;Драм-юнит Sharp AR-200DM (O);Нет;;;Драм-юниты;;Sharp;;;От производителя;30000 стр.;Оригинальный;Черный (для монохромных устройств);Для Sharp AR-163/201/206/5316/5320/M160/M205;Драм-юниты;Лазерная;;;;;;;;;;
00000003169;Драм-юнит HP Q3964A (O);Нет;;;Драм-юниты;;Hewlett-Packard (HP);;;От производителя;Черный 20000 стр./ Цветной 5000 стр.;Оригинальный;;Для HP ColorLaserJet 2550/2820/2840MFP;Драм-юниты;Лазерная;;;;;;;;;;
00000004031;Драм-юнит HP CE314A (O) (Black 14000 стр./ Color 7000 стр.);Нет;2 990;;Драм-юниты;;Hewlett-Packard (HP);;;От производителя;Черный 14000 стр./ Цветной 7000 стр.;Оригинальный;;Для HP LJ Pro CP1025 // HP LJ Pro 100 M175 // HP TopShot LJ Pro M275;Драм-юниты;Лазерная;;;;;;;;;;
00000001730;Драм-юнит Ricoh type 1515 (411844) (О);Нет;4 950;;Драм-юниты;;Ricoh;;;От производителя;45000 стр.;Оригинальный;Черный (для монохромных устройств);Для Ricoh Aficio 1515/MP161/MP171;Драм-юниты;Лазерная;;;;;;;;;;
00000002497;Комплект струйных картриджей Epson T04874010 CMYKLcLm (O) (6 шт.);Нет;;;Картриджи;;Epson;;;От производителя;450 стр. + 5 шт. по 430 стр.;Оригинальный;Комплект картриджей;Для Epson Stylus Photo R200/220/300/320/340 // Epson Stylus Photo RX500/600/620/640;Картриджи;Струйная;;;;;;;;;;
00000004774;Струйный картридж Epson T10514A10 Black (T07314A10) (O);Нет;460;;Картриджи;;Epson;;;От производителя;240 стр.;Оригинальный;Черный (для цветных устройств);Для Epson Stylus C79/1100/ CX3900/4900/5900/6900/7300/8300/9300/ T20/ TX100/200/209/210/219/400/409/410/419/550/ Office-T30/40 TX300/510/600;Картриджи;Струйная;;;;;;;;;;
00000004775;Струйный картридж Epson T10524A10 Cyan (T07324A10) (O);Нет;460;;Картриджи;;Epson;;;От производителя;270 стр.;Оригинальный;Голубой (Cyan);Для Epson Stylus C79/1100/ CX3900/4900/5900/6900/7300/8300/9300/ T20/ TX100/200/209/210/219/400/409/410/419/550/ Office-T30/40 TX300/510/600;Картриджи;Струйная;;;;;;;;;;
